file	current_title	proposed_title	accepted	site	page_title
林俊杰《修炼爱情》吉他谱C调入门版_猴哥吉他教学_高音教编配.txt	林俊杰《修炼爱情》吉他谱C调入门版 猴哥吉他教学 高音教编配	林俊杰《修炼爱情》吉他谱C调入门版 猴哥吉他教学 高音教编配	0	qupu123	林俊杰《修炼爱情》吉他谱C调入门版 猴哥吉他教学 高音教编配 _谱友园地_中国曲谱网
桂花园_樟树园.txt	桂花园_樟树园	桂花园 樟树园	0	qupu123	桂花园 樟树园 _民歌曲谱_中国曲谱网
梁家河_中国梦.txt	梁家河_中国梦	梁家河 中国梦	0	qupu123	梁家河 中国梦 _民歌曲谱_中国曲谱网
梨花开_等你来.txt	梨花开_等你来	梨花开 等你来	0	qupu123	梨花开 等你来 _民歌曲谱_中国曲谱网
次次心动_次次落空.txt	次次心动_次次落空	次次心动 次次落空	0	qupu123	次次心动 次次落空 _天恩原创曲谱专栏_中国曲谱网
武陵源_桃花源.txt	武陵源_桃花源	武陵源 桃花源	0	qupu123	武陵源 桃花源 _民歌曲谱_中国曲谱网
母亲的草原_生命的摇篮.txt	母亲的草原_生命的摇篮	母亲的草原 生命的摇篮	0	qupu123	母亲的草原 生命的摇篮 _民歌曲谱_中国曲谱网
母亲草原刘志毅词夏宝森曲.txt	母亲草原刘志毅词夏宝森曲	母亲草原刘志毅词夏宝森曲母亲草原刘志毅词_夏宝森曲	0	jianpujia	母亲草原刘志毅词夏宝森曲母亲草原刘志毅词_夏宝森曲简谱-免费下载-简谱之家
江湖钢琴.txt	江湖钢琴	江湖	1	jianpujia	江湖钢琴简谱_许嵩演唱-免费下载-简谱之家
洋娃娃的梦钢琴.txt	洋娃娃的梦钢琴	洋娃娃的梦	1	jianpujia	洋娃娃的梦钢琴简谱_儿歌演唱-免费下载-简谱之家
流动的风景_家中之家.txt	流动的风景_家中之家	流动的风景 家中之家 （又名：流动风景家中家）	0	qupu123	流动的风景 家中之家 （又名：流动风景家中家）_通俗曲谱_中国曲谱网
浪淘沙_北戴河.txt	浪淘沙_北戴河	​23浪淘沙 北戴河（双谱）	0	qupu123	​23浪淘沙 北戴河（双谱） _美声曲谱_中国曲谱网
浮夸钢琴.txt	浮夸钢琴	浮夸	1	jianpujia	浮夸钢琴简谱_陈奕迅演唱-免费下载-简谱之家
海阔天空伴奏版钢琴.txt	海阔天空伴奏版钢琴	海阔天空伴奏版	1	jianpujia	海阔天空伴奏版钢琴简谱_Beyond演唱-免费下载-简谱之家
消愁钢琴.txt	消愁钢琴	消愁	1	jianpujia	消愁钢琴简谱_毛不易演唱-免费下载-简谱之家
深夜书店钢琴.txt	深夜书店钢琴	深夜书店	1	jianpujia	深夜书店钢琴简谱_许嵩_洛天依演唱-免费下载-简谱之家
深深爱过你钢琴.txt	深深爱过你钢琴	深深爱过你	1	jianpujia	深深爱过你钢琴简谱_薛之谦演唱-免费下载-简谱之家
清明雨上钢琴.txt	清明雨上钢琴	清明雨上	1	jianpujia	清明雨上钢琴简谱_许嵩演唱-免费下载-简谱之家
渡钢琴.txt	渡钢琴	渡	1	jianpujia	渡钢琴简谱_薛之谦演唱-免费下载-简谱之家
温柔钢琴.txt	温柔钢琴	温柔	1	jianpujia	温柔钢琴简谱_五月天演唱-免费下载-简谱之家
演员钢琴.txt	演员钢琴	演员	1	jianpujia	演员钢琴简谱_数字双手_薛之谦-免费下载-简谱之家
火星人来过钢琴.txt	火星人来过钢琴	火星人来过	1	jianpujia	火星人来过钢琴简谱_薛之谦演唱-免费下载-简谱之家
燕归巢钢琴.txt	燕归巢钢琴	燕归巢	1	jianpujia	燕归巢钢琴简谱_许嵩演唱-免费下载-简谱之家
爱她_想她_祝福她.txt	爱她_想她_祝福她	爱她 想她 祝福她	0	qupu123	爱她 想她 祝福她 _美声曲谱_中国曲谱网
爱的草原姜仁波词赵天华曲.txt	爱的草原姜仁波词赵天华曲	爱的草原姜仁波词赵天华曲爱的草原姜仁波词_赵天华曲	0	jianpujia	爱的草原姜仁波词赵天华曲爱的草原姜仁波词_赵天华曲简谱-免费下载-简谱之家
爷爷夸我好乖乖钢琴.txt	爷爷夸我好乖乖钢琴	爷爷夸我好乖乖	1	jianpujia	爷爷夸我好乖乖钢琴简谱_儿歌演唱-免费下载-简谱之家
爸爸妈妈钢琴.txt	爸爸妈妈钢琴	爸爸妈妈	1	jianpujia	爸爸妈妈钢琴简谱_数字双手_李荣浩-免费下载-简谱之家
牧羊姑娘1=F4_4_深情悠扬地.txt	牧羊姑娘1=F4_4_深情悠扬地	牧羊姑娘	1	jianpujia	牧羊姑娘1=F4/4_深情悠扬地简谱_草原丁喜演唱_草原大哈/草原丁喜词曲-免费下载-简谱之家
独上西楼钢琴.txt	独上西楼钢琴	独上西楼	1	jianpujia	独上西楼钢琴简谱_邓丽君演唱-免费下载-简谱之家
王子公主钢琴.txt	王子公主钢琴	王子公主	1	jianpujia	王子公主钢琴简谱_薛之谦_张信哲演唱-免费下载-简谱之家
生日快乐完整好听版钢琴.txt	生日快乐完整好听版钢琴	生日快乐完整好听版	1	jianpujia	生日快乐完整好听版钢琴简谱_儿歌演唱-免费下载-简谱之家
田光歌曲选-101水花花_泥花花.txt	田光歌曲选-101水花花_泥花花	田光歌曲选-101水花花 泥花花	0	qupu123	田光歌曲选-101水花花 泥花花 _少儿曲谱_中国曲谱网
田光歌曲选-288好朋友_拉起手.txt	田光歌曲选-288好朋友_拉起手	田光歌曲选-288好朋友 拉起手	0	qupu123	田光歌曲选-288好朋友 拉起手 _少儿曲谱_中国曲谱网
田光歌曲选-300星星火炬_代代相传.txt	田光歌曲选-300星星火炬_代代相传	田光歌曲选-300星星火炬 代代相传	0	qupu123	田光歌曲选-300星星火炬 代代相传 _少儿曲谱_中国曲谱网
田光歌曲选-347大家都说普通话.txt	田光歌曲选-347大家都说普通话	田光歌曲选-347大家都说普通话	0	qupu123	田光歌曲选-347大家都说普通话 _少儿曲谱_中国曲谱网
电子琴开场曲.txt	电子琴开场曲	电子琴开场曲	0	qupu123	电子琴开场曲 _喧静斋主人个人制谱园地_中国曲谱网
白水河_古老的河.txt	白水河_古老的河	白水河 古老的河	0	qupu123	白水河 古老的河 _合唱曲谱_中国曲谱网
盲婚哑嫁钢琴.txt	盲婚哑嫁钢琴	盲婚哑嫁	1	jianpujia	盲婚哑嫁钢琴简谱_陈奕迅演唱-免费下载-简谱之家
祖国啊_我奋进的祖国.txt	祖国啊_我奋进的祖国	祖国啊 我奋进的祖国	0	qupu123	祖国啊 我奋进的祖国 _美声曲谱_中国曲谱网
祖国啊_我想对你说.txt	祖国啊_我想对你说	祖国啊 我想对你说 （李勇词 王清明曲）	0	qupu123	祖国啊 我想对你说 （李勇词 王清明曲）_美声曲谱_中国曲谱网
突然好想你钢琴.txt	突然好想你钢琴	突然好想你	1	jianpujia	突然好想你钢琴简谱_五月天演唱-免费下载-简谱之家
竹笛儿吹啊吹.txt	竹笛儿吹啊吹	竹笛儿吹啊吹	0	qupu123	竹笛儿吹啊吹 _少儿曲谱_中国曲谱网
笑忘书钢琴.txt	笑忘书钢琴	笑忘书	1	jianpujia	笑忘书钢琴简谱_李荣浩演唱-免费下载-简谱之家
等一个人等一个人咖啡电影主题曲_思萤主题曲EPHK精准版.txt	等一个人等一个人咖啡电影主题曲_思萤主题曲EPHK精准版	等一个人等一个人咖啡电影主题曲_思萤主题曲EPHK精准版	0	jianpujia	等一个人等一个人咖啡电影主题曲_思萤主题曲EPHK精准版简谱_林芯仪演唱-免费下载-简谱之家
等我回家钢琴.txt	等我回家钢琴	等我回家	1	jianpujia	等我回家钢琴简谱_薛之谦演唱-免费下载-简谱之家
素颜钢琴.txt	素颜钢琴	素颜	1	jianpujia	素颜钢琴简谱_数字双手_许嵩_何曼婷-免费下载-简谱之家
绅士钢琴.txt	绅士钢琴	绅士	1	jianpujia	绅士钢琴简谱_薛之谦演唱-免费下载-简谱之家
给你给我钢琴.txt	给你给我钢琴	给你给我	1	jianpujia	给你给我钢琴简谱_毛不易演唱-免费下载-简谱之家
缘溪行_后童吟.txt	缘溪行_后童吟	缘溪行 后童吟	0	qupu123	缘溪行 后童吟 _民歌曲谱_中国曲谱网
缺___个人.txt	缺___个人	缺口等一个人咖啡电影主题曲_阿拓主题曲EPHK精准版	0	jianpujia	缺口等一个人咖啡电影主题曲_阿拓主题曲EPHK精准版简谱_庾澄庆演唱-免费下载-简谱之家
美丽的草原童童词张文曲.txt	美丽的草原童童词张文曲	美丽的草原童童词张文曲美丽的草原童童词_张文曲	0	jianpujia	美丽的草原童童词张文曲美丽的草原童童词_张文曲简谱-免费下载-简谱之家
美丽的草原谢淑清词雷晓峰曲.txt	美丽的草原谢淑清词雷晓峰曲	美丽的草原谢淑清词雷晓峰曲美丽的草原谢淑清词_雷晓峰曲	0	jianpujia	美丽的草原谢淑清词雷晓峰曲美丽的草原谢淑清词_雷晓峰曲简谱-免费下载-简谱之家
美酒加咖啡钢琴.txt	美酒加咖啡钢琴	美酒加咖啡	1	jianpujia	美酒加咖啡钢琴简谱_邓丽君演唱-免费下载-简谱之家
老师_我爱您.txt	老师_我爱您	老师 我爱您	0	qupu123	老师 我爱您 _民歌曲谱_中国曲谱网
草原之夜1=bE2_4_中速深情地.txt	草原之夜1=bE2_4_中速深情地	草原之夜	1	jianpujia	草原之夜1=bE2/4_中速深情地简谱_草原丁喜演唱_草原大哈、黎敦武/草原丁喜、赵向阳词曲-免费下载-简谱之家
草原之夜影片_绿色的草原_插曲.txt	草原之夜影片_绿色的草原_插曲	草原之夜影片_绿色的草原_插曲	0	jianpujia	草原之夜影片_绿色的草原_插曲简谱-免费下载-简谱之家
草原啊我的母亲齐·毕力格词侯卫国曲.txt	草原啊我的母亲齐·毕力格词侯卫国曲	草原啊我的母亲齐·毕力格词侯卫国曲草原啊我的母亲齐·毕力格词_侯卫国曲	0	jianpujia	草原啊我的母亲齐·毕力格词侯卫国曲草原啊我的母亲齐·毕力格词_侯卫国曲简谱-免费下载-简谱之家
草原大风车刘志毅词张朱论曲.txt	草原大风车刘志毅词张朱论曲	草原大风车刘志毅词张朱论曲草原大风车刘志毅词_张朱论曲	0	jianpujia	草原大风车刘志毅词张朱论曲草原大风车刘志毅词_张朱论曲简谱-免费下载-简谱之家
草原恋韩冷词张立中曲.txt	草原恋韩冷词张立中曲	草原恋韩冷词张立中曲草原恋韩冷词_张立中曲	0	jianpujia	草原恋韩冷词张立中曲草原恋韩冷词_张立中曲简谱_董彤演唱_韩冷/张立中词曲-免费下载-简谱之家
草原晨曲_草原晨曲_主题曲.txt	草原晨曲_草原晨曲_主题曲	草原晨曲_草原晨曲_主题曲	0	jianpujia	草原晨曲_草原晨曲_主题曲简谱_长影乐团合唱队演唱_马拉沁夫/通福词曲-免费下载-简谱之家
草原歌曲100首：望草原崔富词乔建军曲.txt	草原歌曲100首：望草原崔富词乔建军曲	草原歌曲100首：望草原崔富词乔建军曲草原歌曲100首：望草原崔富词_乔建军曲	0	jianpujia	草原歌曲100首：望草原崔富词乔建军曲草原歌曲100首：望草原崔富词_乔建军曲简谱-免费下载-简谱之家
草原歌曲100首：美丽的草原孙书林词石焱曲.txt	草原歌曲100首：美丽的草原孙书林词石焱曲	草原歌曲100首：美丽的草原孙书林词石焱曲草原歌曲100首：美丽的草原孙书林词_石焱曲	0	jianpujia	草原歌曲100首：美丽的草原孙书林词石焱曲草原歌曲100首：美丽的草原孙书林词_石焱曲简谱-免费下载-简谱之家
草原海陈世慧词张艺军曲.txt	草原海陈世慧词张艺军曲	草原海陈世慧词张艺军曲草原海陈世慧词_张艺军曲	0	jianpujia	草原海陈世慧词张艺军曲草原海陈世慧词_张艺军曲简谱-免费下载-简谱之家
草原父亲母亲河李宝鸿词朝乐蒙曲草原父亲母亲河李宝鸿词.txt	草原父亲母亲河李宝鸿词朝乐蒙曲草原父亲母亲河李宝鸿词	草原父亲母亲河李宝鸿词朝乐蒙曲草原父亲母亲河李宝鸿词__朝乐蒙曲	0	jianpujia	草原父亲母亲河李宝鸿词朝乐蒙曲草原父亲母亲河李宝鸿词__朝乐蒙曲简谱-免费下载-简谱之家
草原的味道李秀军词张艺军曲.txt	草原的味道李秀军词张艺军曲	草原的味道李秀军词张艺军曲草原的味道李秀军词_张艺军曲	0	jianpujia	草原的味道李秀军词张艺军曲草原的味道李秀军词_张艺军曲简谱-免费下载-简谱之家
草原的味道潘峰词孟扬曲.txt	草原的味道潘峰词孟扬曲	草原的味道潘峰词孟扬曲草原的味道潘峰词_孟扬曲	0	jianpujia	草原的味道潘峰词孟扬曲草原的味道潘峰词_孟扬曲简谱-免费下载-简谱之家
草原的天空袁龙词袁龙曲.txt	草原的天空袁龙词袁龙曲	草原的天空袁龙词袁龙曲草原的天空袁龙词_袁龙曲	0	jianpujia	草原的天空袁龙词袁龙曲草原的天空袁龙词_袁龙曲简谱-免费下载-简谱之家
草原的故事邹强词李基田曲.txt	草原的故事邹强词李基田曲	草原的故事邹强词李基田曲草原的故事邹强词_李基田曲	0	jianpujia	草原的故事邹强词李基田曲草原的故事邹强词_李基田曲简谱-免费下载-简谱之家
草原的梦想侯卫国词侯卫国曲.txt	草原的梦想侯卫国词侯卫国曲	草原的梦想侯卫国词侯卫国曲草原的梦想侯卫国词_侯卫国曲	0	jianpujia	草原的梦想侯卫国词侯卫国曲草原的梦想侯卫国词_侯卫国曲简谱-免费下载-简谱之家
草原的母亲河蔡丽双词林文斌曲.txt	草原的母亲河蔡丽双词林文斌曲	草原的母亲河蔡丽双词林文斌曲草原的母亲河蔡丽双词_林文斌曲	0	jianpujia	草原的母亲河蔡丽双词林文斌曲草原的母亲河蔡丽双词_林文斌曲简谱-免费下载-简谱之家
草原的路绿杨词马力吉昌曲.txt	草原的路绿杨词马力吉昌曲	草原的路绿杨词马力吉昌曲草原的路绿杨词_马力吉昌曲	0	jianpujia	草原的路绿杨词马力吉昌曲草原的路绿杨词_马力吉昌曲简谱-免费下载-简谱之家
草原的雄鹰草原大哈词草原丁喜曲.txt	草原的雄鹰草原大哈词草原丁喜曲	草原的雄鹰草原大哈词草原丁喜曲草原的雄鹰草原大哈词_草原丁喜曲	0	jianpujia	草原的雄鹰草原大哈词草原丁喜曲草原的雄鹰草原大哈词_草原丁喜曲简谱-免费下载-简谱之家
草原风郑琳词景治曲.txt	草原风郑琳词景治曲	草原风郑琳词景治曲草原风郑琳词_景治曲	0	jianpujia	草原风郑琳词景治曲草原风郑琳词_景治曲简谱-免费下载-简谱之家
草原香赖雄敏词黄舒媞曲.txt	草原香赖雄敏词黄舒媞曲	草原香赖雄敏词黄舒媞曲草原香赖雄敏词_黄舒媞曲	0	jianpujia	草原香赖雄敏词黄舒媞曲草原香赖雄敏词_黄舒媞曲简谱-免费下载-简谱之家
草原魂杨英杰词李戈曲.txt	草原魂杨英杰词李戈曲	草原魂杨英杰词李戈曲草原魂杨英杰词_李戈曲	0	jianpujia	草原魂杨英杰词李戈曲草原魂杨英杰词_李戈曲简谱-免费下载-简谱之家
蓝莲花钢琴.txt	蓝莲花钢琴	蓝莲花	1	jianpujia	蓝莲花钢琴简谱_数字双手_许巍-免费下载-简谱之家
裙姊钢琴.txt	裙姊钢琴	裙姊	1	jianpujia	裙姊钢琴简谱_李荣浩演唱-免费下载-简谱之家
诗的草原_画的草原.txt	诗的草原_画的草原	诗的草原_画的草原	0	jianpujia	诗的草原_画的草原简谱_程建林词_崔美子曲-免费下载-简谱之家
说好的幸福呢简单版钢琴.txt	说好的幸福呢简单版钢琴	说好的幸福呢简单版	1	jianpujia	说好的幸福呢简单版钢琴简谱_周杰伦演唱-免费下载-简谱之家
谢幕钢琴.txt	谢幕钢琴	谢幕	1	jianpujia	谢幕钢琴简谱_林俊杰演唱-免费下载-简谱之家
贝斯谱P_Q.txt	贝斯谱P_Q	贝斯谱P Q	0	qupu123	贝斯谱P Q _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_几首.txt	贝斯谱_几首	贝斯谱 几首萨克斯曲	0	qupu123	贝斯谱 几首萨克斯曲 _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_欢乐海洋叶翠版.txt	贝斯谱_欢乐海洋叶翠版	贝斯谱 欢乐海洋叶翠版	0	qupu123	贝斯谱 欢乐海洋叶翠版 _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲A.txt	贝斯谱_流行曲A	贝斯谱 流行曲A	0	qupu123	贝斯谱 流行曲A _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲B.txt	贝斯谱_流行曲B	贝斯谱 流行曲B	0	qupu123	贝斯谱 流行曲B _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲C.txt	贝斯谱_流行曲C	贝斯谱 流行曲C	0	qupu123	贝斯谱 流行曲C _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲D.txt	贝斯谱_流行曲D	贝斯谱 流行曲D	0	qupu123	贝斯谱 流行曲D _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲F.txt	贝斯谱_流行曲F	贝斯谱 流行曲F	0	qupu123	贝斯谱 流行曲F _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲G.txt	贝斯谱_流行曲G	贝斯谱 流行曲G	0	qupu123	贝斯谱 流行曲G _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲J.txt	贝斯谱_流行曲J	贝斯谱 流行曲J	0	qupu123	贝斯谱 流行曲J _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲K.txt	贝斯谱_流行曲K	贝斯谱 流行曲K	0	qupu123	贝斯谱 流行曲K _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲L.txt	贝斯谱_流行曲L	贝斯谱 流行曲L	0	qupu123	贝斯谱 流行曲L _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲M.txt	贝斯谱_流行曲M	贝斯谱 流行曲M	0	qupu123	贝斯谱 流行曲M _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_流行曲N.txt	贝斯谱_流行曲N	贝斯谱 流行曲N	0	qupu123	贝斯谱 流行曲N _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_邓丽君3.txt	贝斯谱_邓丽君3	贝斯谱 邓丽君3	0	qupu123	贝斯谱 邓丽君3 _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_邓丽君歌1.txt	贝斯谱_邓丽君歌1	贝斯谱 邓丽君歌1	0	qupu123	贝斯谱 邓丽君歌1 _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_邓丽君歌2.txt	贝斯谱_邓丽君歌2	贝斯谱 邓丽君歌2	0	qupu123	贝斯谱 邓丽君歌2 _谭云峰66个人制谱园地_中国曲谱网
贝斯谱_邓丽君歌4.txt	贝斯谱_邓丽君歌4	贝斯谱 邓丽君歌4	0	qupu123	贝斯谱 邓丽君歌4 _谭云峰66个人制谱园地_中国曲谱网
走向世界_走向未来.txt	走向世界_走向未来	走向世界 走向未来	0	qupu123	走向世界 走向未来 _合唱曲谱_中国曲谱网
走进黑土地_走进北大荒.txt	走进黑土地_走进北大荒	走进黑土地 走进北大荒	0	qupu123	走进黑土地 走进北大荒 _美声曲谱_中国曲谱网
跟党走_向前走.txt	跟党走_向前走	跟党走 向前走	0	qupu123	跟党走 向前走 _少儿曲谱_中国曲谱网
迷迭香钢琴.txt	迷迭香钢琴	迷迭香	1	jianpujia	迷迭香钢琴简谱_周杰伦演唱-免费下载-简谱之家
重阳日_九月九.txt	重阳日_九月九	重阳日 九月九	0	qupu123	重阳日 九月九 _通俗曲谱_中国曲谱网
金秋九月_彩云之南.txt	金秋九月_彩云之南	金秋九月 彩云之南	0	qupu123	金秋九月 彩云之南 _合唱曲谱_中国曲谱网
金锁锁_银锁锁.txt	金锁锁_银锁锁	金锁锁 银锁锁	0	qupu123	金锁锁 银锁锁 _少儿曲谱_中国曲谱网
铁骨铮铮_血气方刚.txt	铁骨铮铮_血气方刚	铁骨铮铮 血气方刚	0	qupu123	铁骨铮铮 血气方刚 _民歌曲谱_中国曲谱网
问小路_问晚霞.txt	问小路_问晚霞	问小路 问晚霞	0	qupu123	问小路 问晚霞 _民歌曲谱_中国曲谱网
阳光宅男钢琴.txt	阳光宅男钢琴	阳光宅男	1	jianpujia	阳光宅男钢琴简谱_周杰伦演唱-免费下载-简谱之家
难忘草原绽继业词刘布扬曲.txt	难忘草原绽继业词刘布扬曲	难忘草原绽继业词刘布扬曲难忘草原_绽继业词_刘布扬曲	0	jianpujia	难忘草原绽继业词刘布扬曲难忘草原_绽继业词_刘布扬曲简谱-免费下载-简谱之家
青春呼唤雨_青春呼唤风.txt	青春呼唤雨_青春呼唤风	青春呼唤雨 青春呼唤风	0	qupu123	青春呼唤雨 青春呼唤风 _通俗曲谱_中国曲谱网
风过草原杨晓华词陈咏秋曲.txt	风过草原杨晓华词陈咏秋曲	风过草原杨晓华词陈咏秋曲风过草原杨晓华词_陈咏秋曲	0	jianpujia	风过草原杨晓华词陈咏秋曲风过草原杨晓华词_陈咏秋曲简谱-免费下载-简谱之家
风铃叮叮当钢琴.txt	风铃叮叮当钢琴	风铃叮叮当	1	jianpujia	风铃叮叮当钢琴简谱_儿歌演唱-免费下载-简谱之家
高尚钢琴.txt	高尚钢琴	高尚	1	jianpujia	高尚钢琴简谱_薛之谦演唱-免费下载-简谱之家
黑月光钢琴.txt	黑月光钢琴	黑月光	1	jianpujia	黑月光钢琴简谱_张碧晨_毛不易演唱-免费下载-简谱之家
龙卷风钢琴.txt	龙卷风钢琴	龙卷风	1	jianpujia	龙卷风钢琴简谱_周杰伦演唱-免费下载-简谱之家
