曲名	站	页面id	页数	类型	目录
邓丽君演唱金曲：原乡情浓	qupu123	292083	1	简谱	邓丽君演唱金曲：原乡情浓__qupu123-292083
邓丽君演唱金曲：又见炊烟	qupu123	291871	1	简谱	邓丽君演唱金曲：又见炊烟__qupu123-291871
邓丽君演唱金曲：又见雪花	qupu123	291859	1	简谱	邓丽君演唱金曲：又见雪花__qupu123-291859
邓丽君演唱金曲：古树下	qupu123	291996	1	简谱	邓丽君演唱金曲：古树下__qupu123-291996
邓丽君演唱金曲：向日葵	qupu123	291962	1	简谱	邓丽君演唱金曲：向日葵__qupu123-291962
邓丽君演唱金曲：君心我心	qupu123	292093	1	简谱	邓丽君演唱金曲：君心我心__qupu123-292093
邓丽君演唱金曲：唱歌的人	qupu123	292354	1	简谱	邓丽君演唱金曲：唱歌的人__qupu123-292354
邓丽君演唱金曲：四个愿望	qupu123	291867	1	简谱	邓丽君演唱金曲：四个愿望__qupu123-291867
邓丽君演唱金曲：四季歌	qupu123	292349	1	简谱	邓丽君演唱金曲：四季歌__qupu123-292349
邓丽君演唱金曲：多情的玫瑰	qupu123	291858	1	简谱	邓丽君演唱金曲：多情的玫瑰__qupu123-291858
邓丽君演唱金曲：夜的投影	qupu123	291973	1	简谱	邓丽君演唱金曲：夜的投影__qupu123-291973
邓丽君演唱金曲：夜色	qupu123	291960	1	简谱	邓丽君演唱金曲：夜色__qupu123-291960
邓丽君演唱金曲：夜雾	qupu123	291739	1	简谱	邓丽君演唱金曲：夜雾__qupu123-291739
邓丽君演唱金曲：天涯歌女	qupu123	292370	1	简谱	邓丽君演唱金曲：天涯歌女__qupu123-292370
邓丽君演唱金曲：失去的春天	qupu123	292367	1	简谱	邓丽君演唱金曲：失去的春天__qupu123-292367
邓丽君演唱金曲：奈何	qupu123	292065	1	简谱	邓丽君演唱金曲：奈何__qupu123-292065
邓丽君演唱金曲：妈妈的歌	qupu123	292192	1	简谱	邓丽君演唱金曲：妈妈的歌__qupu123-292192
邓丽君演唱金曲：娘心	qupu123	292373	1	简谱	邓丽君演唱金曲：娘心__qupu123-292373
邓丽君演唱金曲：寄语多情人	qupu123	292096	1	简谱	邓丽君演唱金曲：寄语多情人__qupu123-292096
邓丽君演唱金曲：小城故事	qupu123	291981	1	简谱	邓丽君演唱金曲：小城故事__qupu123-291981
邓丽君演唱金曲：小村之恋	qupu123	291862	1	简谱	邓丽君演唱金曲：小村之恋（ふるさとはどこですか）__qupu123-291862
邓丽君演唱金曲：小路	qupu123	291984	1	简谱	邓丽君演唱金曲：小路__qupu123-291984
邓丽君演唱金曲：山茶花	qupu123	292196	1	简谱	邓丽君演唱金曲：山茶花__qupu123-292196
邓丽君演唱金曲：微风细雨	qupu123	292074	1	简谱	邓丽君演唱金曲：微风细雨__qupu123-292074
邓丽君演唱金曲：心事	qupu123	291977	1	简谱	邓丽君演唱金曲：心事__qupu123-291977
邓丽君演唱金曲：心湖里起涟漪	qupu123	292088	1	简谱	邓丽君演唱金曲：心湖里起涟漪__qupu123-292088
邓丽君演唱金曲：心里梦里	qupu123	291974	1	简谱	邓丽君演唱金曲：心里梦里__qupu123-291974
邓丽君演唱金曲：忘不了	qupu123	292080	1	简谱	邓丽君演唱金曲：忘不了__qupu123-292080
邓丽君演唱金曲：忘记他	qupu123	292092	1	简谱	邓丽君演唱金曲：忘记他__qupu123-292092
邓丽君演唱金曲：总有一天	qupu123	291848	1	简谱	邓丽君演唱金曲：总有一天__qupu123-291848
邓丽君演唱金曲：恩爱夫妻	qupu123	292183	1	简谱	邓丽君演唱金曲：恩爱夫妻__qupu123-292183
邓丽君演唱金曲：情人一笑	qupu123	292187	1	简谱	邓丽君演唱金曲：情人一笑__qupu123-292187
邓丽君演唱金曲：情人的关怀	qupu123	292374	1	简谱	邓丽君演唱金曲：情人的关怀__qupu123-292374
邓丽君演唱金曲：情话	qupu123	292355	1	简谱	邓丽君演唱金曲：情话__qupu123-292355
邓丽君演唱金曲：情谜	qupu123	292079	1	简谱	邓丽君演唱金曲：情谜__qupu123-292079
邓丽君演唱金曲：情飘飘	qupu123	291972	1	简谱	邓丽君演唱金曲：情飘飘__qupu123-291972
邓丽君演唱金曲：惜别	qupu123	292077	1	简谱	邓丽君演唱金曲：惜别__qupu123-292077
邓丽君演唱金曲：想你想断肠	qupu123	292358	1	简谱	邓丽君演唱金曲：想你想断肠__qupu123-292358
邓丽君演唱金曲：我与秋风	qupu123	292206	1	简谱	邓丽君演唱金曲：我与秋风__qupu123-292206
邓丽君演唱金曲：我和你	qupu123	291988	1	简谱	邓丽君演唱金曲：我和你__qupu123-291988
邓丽君演唱金曲：我心深处	qupu123	291872	1	简谱	邓丽君演唱金曲：我心深处__qupu123-291872
邓丽君演唱金曲：我心里边	qupu123	292097	1	简谱	邓丽君演唱金曲：我心里边__qupu123-292097
邓丽君演唱金曲：我没有骗你	qupu123	291854	1	简谱	邓丽君演唱金曲：我没有骗你__qupu123-291854
邓丽君演唱金曲：挥别	qupu123	291991	1	简谱	邓丽君演唱金曲：挥别__qupu123-291991
邓丽君演唱金曲：旅愁	qupu123	291839	1	简谱	邓丽君演唱金曲：旅愁__qupu123-291839
邓丽君演唱金曲：旧梦何处寻	qupu123	291856	1	简谱	邓丽君演唱金曲：旧梦何处寻__qupu123-291856
邓丽君演唱金曲：星	qupu123	292214	1	简谱	邓丽君演唱金曲：星__qupu123-292214
邓丽君演唱金曲：星月泪痕	qupu123	292078	1	简谱	邓丽君演唱金曲：星月泪痕__qupu123-292078
邓丽君演唱金曲：是否	qupu123	291745	1	简谱	邓丽君演唱金曲：是否__qupu123-291745
邓丽君演唱金曲：晚风花香	qupu123	292086	1	简谱	邓丽君演唱金曲：晚风花香__qupu123-292086
邓丽君演唱金曲：月圆花好	qupu123	292221	1	简谱	邓丽君演唱金曲：月圆花好__qupu123-292221
邓丽君演唱金曲：月夜诉情	qupu123	292376	1	简谱	邓丽君演唱金曲：月夜诉情__qupu123-292376
邓丽君演唱金曲：望一望	qupu123	292085	1	简谱	邓丽君演唱金曲：望一望__qupu123-292085
邓丽君演唱金曲：枫叶飘飘	qupu123	292190	1	简谱	邓丽君演唱金曲：枫叶飘飘__qupu123-292190
邓丽君演唱金曲：梦	qupu123	292202	1	简谱	邓丽君演唱金曲：梦__qupu123-292202
邓丽君演唱金曲：槟城艳	qupu123	292098	1	简谱	邓丽君演唱金曲：槟城艳__qupu123-292098
邓丽君演唱金曲：水上人	qupu123	292184	1	简谱	邓丽君演唱金曲：水上人__qupu123-292184
邓丽君演唱金曲：水涟漪	qupu123	291987	1	简谱	邓丽君演唱金曲：水涟漪__qupu123-291987
邓丽君演唱金曲：永远爱我	qupu123	291737	1	简谱	邓丽君演唱金曲：永远爱我__qupu123-291737
邓丽君演唱金曲：泪的小雨	qupu123	291738	1	简谱	邓丽君演唱金曲：泪的小雨__qupu123-291738
邓丽君演唱金曲：海韵	qupu123	291846	1	简谱	邓丽君演唱金曲：海韵__qupu123-291846
邓丽君演唱金曲：海风	qupu123	292182	1	简谱	邓丽君演唱金曲：海风__qupu123-292182
邓丽君演唱金曲：漫步人生路	qupu123	292344	1	简谱	邓丽君演唱金曲：漫步人生路__qupu123-292344
邓丽君演唱金曲：爱人	qupu123	292369	2	简谱	邓丽君演唱金曲：爱人__qupu123-292369
邓丽君演唱金曲：爱情	qupu123	292209	1	简谱	邓丽君演唱金曲：爱情__qupu123-292209
邓丽君演唱金曲：爱慕	qupu123	291850	1	简谱	邓丽君演唱金曲：爱慕__qupu123-291850
邓丽君演唱金曲：爱的理想	qupu123	291735	1	简谱	邓丽君演唱金曲：爱的理想__qupu123-291735
邓丽君演唱金曲：爱的箴言	qupu123	292364	1	简谱	邓丽君演唱金曲：爱的箴言__qupu123-292364
邓丽君演唱金曲：爱雨	qupu123	292200	1	简谱	邓丽君演唱金曲：爱雨__qupu123-292200
邓丽君演唱金曲：甜蜜蜜	qupu123	291986	1	简谱	邓丽君演唱金曲：甜蜜蜜__qupu123-291986
邓丽君演唱金曲：白沙滩	qupu123	292084	1	简谱	邓丽君演唱金曲：白沙滩__qupu123-292084
邓丽君演唱金曲：相爱如往昔	qupu123	292368	1	简谱	邓丽君演唱金曲：相爱如往昔__qupu123-292368
邓丽君演唱金曲：祈望	qupu123	291741	1	简谱	邓丽君演唱金曲：祈望__qupu123-291741
邓丽君演唱金曲：秋光	qupu123	291851	1	简谱	邓丽君演唱金曲：秋光__qupu123-291851
邓丽君演唱金曲：翠湖寒	qupu123	291731	1	简谱	邓丽君演唱金曲：翠湖寒__qupu123-291731
邓丽君演唱金曲：船歌	qupu123	292212	2	简谱	邓丽君演唱金曲：船歌__qupu123-292212
邓丽君演唱金曲：良夜	qupu123	291842	1	简谱	邓丽君演唱金曲：良夜__qupu123-291842
邓丽君演唱金曲：襟裳岬	qupu123	291742	1	简谱	邓丽君演唱金曲：襟裳岬__qupu123-291742
邓丽君演唱金曲：诗意	qupu123	291983	1	简谱	邓丽君演唱金曲：诗意__qupu123-291983
邓丽君演唱金曲：说说笑笑	qupu123	292352	1	简谱	邓丽君演唱金曲：说说笑笑__qupu123-292352
邓丽君演唱金曲：谢谢你常记得我	qupu123	291861	1	简谱	邓丽君演唱金曲：谢谢你常记得我__qupu123-291861
邓丽君演唱金曲：轻风	qupu123	292195	1	简谱	邓丽君演唱金曲：轻风__qupu123-292195
邓丽君演唱金曲：追梦	qupu123	292353	1	简谱	邓丽君演唱金曲：追梦__qupu123-292353
邓丽君演唱金曲：逃避行	qupu123	291734	1	简谱	邓丽君演唱金曲：逃避行__qupu123-291734
邓丽君演唱金曲：逍遥自在	qupu123	291989	1	简谱	邓丽君演唱金曲：逍遥自在__qupu123-291989
邓丽君演唱金曲：遗忘	qupu123	291994	1	简谱	邓丽君演唱金曲：遗忘__qupu123-291994
邓丽君演唱金曲：遥远的路	qupu123	292178	1	简谱	邓丽君演唱金曲：遥远的路__qupu123-292178
邓丽君演唱金曲：那句诺言	qupu123	291866	1	简谱	邓丽君演唱金曲：那句诺言__qupu123-291866
邓丽君演唱金曲：野生花	qupu123	292207	1	简谱	邓丽君演唱金曲：野生花__qupu123-292207
邓丽君演唱金曲：问彩霞	qupu123	292081	1	简谱	邓丽君演唱金曲：问彩霞__qupu123-292081
邓丽君演唱金曲：问自己	qupu123	291840	1	简谱	邓丽君演唱金曲：问自己__qupu123-291840
邓丽君演唱金曲：雨中追忆	qupu123	292356	1	简谱	邓丽君演唱金曲：雨中追忆__qupu123-292356
邓丽君演唱金曲：雪中情	qupu123	292094	1	简谱	邓丽君演唱金曲：雪中情__qupu123-292094
邓丽君演唱金曲：雪中莲	qupu123	291726	1	简谱	邓丽君演唱金曲：雪中莲__qupu123-291726
邓丽君演唱金曲：风儿雨儿	qupu123	292205	1	简谱	邓丽君演唱金曲：风儿雨儿__qupu123-292205
邓丽君演唱金曲：香港之夜	qupu123	291860	1	简谱	邓丽君演唱金曲：香港之夜__qupu123-291860
邓丽君演唱金曲：黄昏里	qupu123	291740	1	简谱	邓丽君演唱金曲：黄昏里__qupu123-291740
邓丽君组曲 女声三部合唱谱	qupu123	382972	1	简谱	邓丽君组曲 女声三部合唱谱__qupu123-382972
邓紫棋 光年之外	qupu123	344260	4	改编	邓紫棋 光年之外 吉他谱（无限延音编配）__qupu123-344260
邓紫棋 光年之外小提琴谱	qupu123	342615	3	改编	邓紫棋 光年之外小提琴谱（光年之外 小提琴五线谱）__qupu123-342615
邓紫棋 句号	qupu123	354634	4	改编	邓紫棋 句号 吉他谱（无限延音编配）__qupu123-354634
邓紫棋 后会无期	qupu123	348531	4	改编	邓紫棋 后会无期 吉他谱（无限延音编配）__qupu123-348531
邓紫棋 喜欢你	qupu123	350379	4	改编	邓紫棋 喜欢你 吉他谱（无限延音编配）__qupu123-350379
邓紫棋 多远都要在一起	qupu123	355174	4	改编	邓紫棋 多远都要在一起 吉他谱（无限延音编配）__qupu123-355174
邓紫棋 来自天堂的魔鬼	qupu123	345332	4	改编	邓紫棋 来自天堂的魔鬼 吉他谱（无限延音编配）__qupu123-345332
邓紫棋 泡沫	qupu123	352619	4	改编	邓紫棋 泡沫 吉他谱（无限延音编配）__qupu123-352619
邓紫棋 画	qupu123	349050	3	改编	邓紫棋 画 吉他谱（无限延音编配）__qupu123-349050
邓紫棋《画》指弹吉他谱 G调图片六线谱	qupu123	351149	3	改编	邓紫棋《画》指弹吉他谱 G调图片六线谱__qupu123-351149
那么爱你为什么	jianpucn	100120	1	简谱	那么爱你为什么__jianpucn-100120
那些你很冒险的梦 钢琴独奏谱 最终完美版	jianpucn	218487	2	改编	那些你很冒险的梦 钢琴独奏谱 最终完美版__jianpucn-218487
那些花儿 指弹独奏	jianpucn	215169	1	改编	那些花儿 指弹独奏__jianpucn-215169
那些花儿-弹唱 吉他类 流行	jianpucn	113051	2	改编	那些花儿-弹唱 吉他类 流行__jianpucn-113051
那些花儿-指弹	jianpucn	170895	2	改编	那些花儿-指弹__jianpucn-170895
那些花儿尤克里里谱	jianpucn	462097	1	改编	那些花儿尤克里里谱（ C调带前奏版）__jianpucn-462097
那些花儿钢琴	jianpujia	113620	5	改编	那些花儿钢琴简谱_数字双手_朴树__jianpujia-113620
那些花兒	jianpucn	251908	1	简谱	那些花兒__jianpucn-251908
那句话	qupu123	334707	2	简谱	那句话（巴秀拉_词曲）__qupu123-334707
那地方	qupu123	306417	1	简谱	那地方__qupu123-306417
那天	qupu123	327104	1	简谱	那天__qupu123-327104
那年那月那个你	qupu123	309642	1	简谱	那年那月那个你__qupu123-309642
那片草原又名：那是草原	jianpujia	397576	1	简谱	那片草原又名：那是草原简谱__jianpujia-397576
那花 那河	qupu123	322196	1	简谱	那花 那河__qupu123-322196
都怪我	jianpucn	10816	3	简谱	都怪我__jianpucn-10816
都是你 - 弹唱版	jianpucn	103110	2	改编	都是你 - 弹唱版__jianpucn-103110
都是你 - 弹唱版 弹唱版 -	jianpucn	234895	2	改编	都是你 - 弹唱版 弹唱版 -__jianpucn-234895
都是你 歌曲类 钢琴伴奏谱	jianpucn	112279	1	改编	都是你 歌曲类 钢琴伴奏谱__jianpucn-112279
都是你-DoReMi	jianpucn	102598	2	简谱	都是你-DoReMi__jianpucn-102598
都是你-〔简易版〕	jianpucn	102314	2	简谱	都是你-〔简易版〕__jianpucn-102314
都是你-昨天版	jianpucn	102832	2	简谱	都是你-昨天版__jianpucn-102832
都是你-简易版 键盘类 钢琴	jianpucn	114389	1	改编	都是你-简易版 键盘类 钢琴__jianpucn-114389
都要微笑好吗	jianpucn	244995	2	改编	都要微笑好吗（钢琴独奏）__jianpucn-244995
鄂伦春小唱	jianpucn	243454	1	简谱	鄂伦春小唱（钢伴谱）__jianpucn-243454
酒梦	qupu123	370101	3	简谱	酒梦__qupu123-370101
酷爱	jianpucn	471874	1	改编	酷爱 （ C调指法原版编配）__jianpucn-471874
醉乡愁	qupu123	307787	1	简谱	醉乡愁（汪湖词 李士兴曲）__qupu123-307787
醉卧沙场	qupu123	311095	1	简谱	醉卧沙场__qupu123-311095
醉在广场	qupu123	316945	1	简谱	醉在广场__qupu123-316945
醉忆春秋	qupu123	314386	1	简谱	醉忆春秋__qupu123-314386
醉眼夕阳红	qupu123	303756	1	简谱	醉眼夕阳红__qupu123-303756
醉美天下 — 制谱无错版	jianpucn	233400	1	简谱	醉美天下 — 制谱无错版__jianpucn-233400
醉美广场	qupu123	325804	1	简谱	醉美广场__qupu123-325804
醉草原	qupu123	306756	1	简谱	醉草原（傲雪藏梅词 伊啦啦曲）__qupu123-306756
醉赤壁尤克里里谱	jianpucn	458424	1	改编	醉赤壁尤克里里谱（ G调 ）__jianpucn-458424
醒世歌	qupu123	321374	1	简谱	醒世歌（刘岐山词 于珂群曲）__qupu123-321374
采一束山花献给您	qupu123	323038	4	改编	采一束山花献给您（正谱）__qupu123-323038
采红菱	jianpujia	74438	1	简谱	采红菱简谱_邓丽君演唱__jianpujia-74438
采莲曲	qupu123	322352	4	改编	采莲曲（五线谱）__qupu123-322352
释放自己	jianpucn	2099	1	简谱	释放自己__jianpucn-2099
重头再来	jianpucn	213329	2	简谱	重头再来__jianpucn-213329
重返故里	jianpucn	100491	2	简谱	重返故里__jianpucn-100491
重阳节	qupu123	336061	2	简谱	重阳节（张藜词_钟立民曲、线简谱对照版）__qupu123-336061
野百合也有春天-阿桑	jianpucn	103753	2	简谱	野百合也有春天-阿桑__jianpucn-103753
野百合也有春天尤克里里谱	jianpucn	458495	1	改编	野百合也有春天尤克里里谱（ C调）__jianpucn-458495
野蛮游戏	jianpucn	35690	1	简谱	野蛮游戏__jianpucn-35690
野衣裳	jianpucn	90372	1	简谱	野衣裳__jianpucn-90372
野衣裳01	jianpucn	213261	1	简谱	野衣裳01__jianpucn-213261
金扁担	jianpujia	22088	1	简谱	金扁担简谱(歌词)_儿歌_谱友好心情999上传__jianpujia-22088
金曲奖杰伦宇豪双钢琴曲	jianpucn	197860	2	改编	金曲奖杰伦宇豪双钢琴曲（单钢琴谱）__jianpucn-197860
金瓶似的小山	jianpujia	18102	1	简谱	金瓶似的小山简谱(歌词)_谭晶演唱_君羊曲谱__jianpujia-18102
金秋九月	qupu123	335664	2	简谱	金秋九月_彩云之南__qupu123-335664
金色团徽耀菊乡	qupu123	319695	1	简谱	金色团徽耀菊乡__qupu123-319695
金色年华	qupu123	324824	3	改编	金色年华（贾知松词_善国、玉奎曲、正谱）__qupu123-324824
金锁锁	qupu123	328397	2	简谱	金锁锁_银锁锁__qupu123-328397
钢琴伴奏版二重唱：你的心牵着我的心	qupu123	327043	5	改编	钢琴伴奏版二重唱：你的心牵着我的心（选自歌剧《草原之歌》）__qupu123-327043
钢琴伴奏版二重唱：依拉拉	qupu123	326919	2	改编	钢琴伴奏版二重唱：依拉拉__qupu123-326919
钢琴伴奏版二重唱：紫藤花	qupu123	327044	5	改编	钢琴伴奏版二重唱：紫藤花（选自歌剧《伤逝》主题歌）__qupu123-327044
钢琴即兴伴奏：浮夸	qupu123	307452	1	改编	钢琴即兴伴奏：浮夸__qupu123-307452
钢琴即兴伴奏：滴答	qupu123	307450	1	改编	钢琴即兴伴奏：滴答__qupu123-307450
钢琴即兴伴奏：真实	qupu123	307451	1	改编	钢琴即兴伴奏：真实__qupu123-307451
钢铁工人的骄傲	qupu123	322244	4	改编	钢铁工人的骄傲（正谱）__qupu123-322244
铁 窗-认证谱	jianpucn	203659	2	简谱	铁 窗-认证谱__jianpucn-203659
铁骨铮铮	qupu123	333292	2	简谱	铁骨铮铮_血气方刚__qupu123-333292
铃芽之旅	jianpucn	470463	1	简谱	铃芽之旅 （ F调指法中日双版本）__jianpucn-470463
银川啊，凤凰	qupu123	313797	1	简谱	银川啊，凤凰__qupu123-313797
银河少年	jianpucn	467494	1	简谱	银河少年 （ 王啸坤 G调原版）__jianpucn-467494
银河少年钢琴	jianpujia	382741	4	改编	银河少年钢琴简谱_王啸坤_薛之谦演唱__jianpujia-382741
铸炼	qupu123	323638	3	改编	铸炼（正谱）__qupu123-323638
锁清秋	qupu123	322207	1	简谱	锁清秋__qupu123-322207
错把谎言当成诺言	qupu123	308788	1	简谱	错把谎言当成诺言__qupu123-308788
错过	qupu123	331548	2	简谱	错过（海燕词_李立东曲）__qupu123-331548
错过的烟火	jianpucn	458453	1	改编	错过的烟火 （ G调指法编配）__jianpucn-458453
错过花开错过我	qupu123	327964	1	简谱	错过花开错过我__qupu123-327964
锦瑟混声四部合唱谱	jianpucn	474555	6	简谱	锦瑟混声四部合唱谱__jianpucn-474555
锦绣前程	jianpujia	18506	1	简谱	锦绣前程简谱(歌词)_雷佳演唱_王wzh曲谱__jianpujia-18506
锦绣黄河口	qupu123	319698	1	简谱	锦绣黄河口__qupu123-319698
镇魂	qupu123	323360	1	简谱	镇魂__qupu123-323360
长亭绪	qupu123	333485	5	改编	长亭绪（花腔女高音+二胡+钢琴伴奏）__qupu123-333485
长刀歌——景颇族民歌主题	qupu123	322237	4	改编	长刀歌——景颇族民歌主题（五线谱）__qupu123-322237
长发的女郎 弹唱版	jianpucn	213516	2	改编	长发的女郎 弹唱版__jianpucn-213516
长城	jianpucn	63156	1	简谱	长城__jianpucn-63156
长城-版本二	jianpucn	175365	1	简谱	长城-版本二__jianpucn-175365
长城—beyond	jianpucn	171873	2	简谱	长城—beyond__jianpucn-171873
长城谣	jianpucn	67726	1	简谱	长城谣__jianpucn-67726
长安北京	jianpujia	19976	1	简谱	长安北京简谱(歌词)_雷佳演唱_momoliu曲谱__jianpujia-19976
长江之歌 F调	jianpucn	258656	2	简谱	长江之歌 F调__jianpucn-258656
长长的路	qupu123	309886	1	简谱	长长的路__qupu123-309886
问	qupu123	311444	1	简谱	问（段扬词 李海明曲）__qupu123-311444
问 女声版	jianpucn	214273	3	简谱	问 女声版__jianpucn-214273
问-大伟吉他教室编配版	jianpucn	190093	1	改编	问-大伟吉他教室编配版__jianpucn-190093
问你何时归	qupu123	308444	1	简谱	问你何时归__qupu123-308444
问君美丽在何方	qupu123	335446	2	简谱	问君美丽在何方__qupu123-335446
问小路	qupu123	333211	2	简谱	问小路_问晚霞__qupu123-333211
闯	jianpucn	197603	1	简谱	闯__jianpucn-197603
阳光宅男尤克里里谱	jianpucn	462144	1	改编	阳光宅男尤克里里谱（ C调 F调双版本）__jianpucn-462144
阳光宅男钢琴	jianpujia	379944	7	改编	阳光宅男钢琴简谱_周杰伦演唱__jianpujia-379944
阳光总在风雨后-简易版 键盘类 钢琴	jianpucn	114663	1	改编	阳光总在风雨后-简易版 键盘类 钢琴__jianpucn-114663
阳光校园	jianpucn	475886	8	简谱	阳光校园__jianpucn-475886
阳光路上【完美演奏版】	jianpucn	182717	2	简谱	阳光路上【完美演奏版】__jianpucn-182717
阳光路上伴奏	jianpucn	158082	2	改编	阳光路上伴奏正谱__jianpucn-158082
阳光雨	jianpujia	20142	1	简谱	阳光雨简谱(歌词)_谭晶演唱_momoliu曲谱__jianpujia-20142
阳里山的姑娘	jianpucn	205486	1	改编	阳里山的姑娘（线简混排弹唱谱）__jianpucn-205486
阴天尤克里里谱	jianpucn	461012	1	改编	阴天尤克里里谱（ C调带前奏版）__jianpucn-461012
阴天快乐	jianpucn	461293	2	改编	阴天快乐 （ G调原版编配）__jianpucn-461293
阴天快乐尤克里里谱	jianpucn	462147	1	改编	阴天快乐尤克里里谱（ F调带前奏）__jianpucn-462147
阴天快乐钢琴	jianpujia	150579	6	改编	阴天快乐钢琴简谱_陈奕迅演唱__jianpujia-150579
阿妹在等谁	qupu123	309235	1	简谱	阿妹在等谁 （徐环宙词 周根厚曲）__qupu123-309235
阿姨来了	qupu123	303473	1	简谱	阿姨来了__qupu123-303473
阿尔山的姑娘】彩谱】	jianpucn	298447	1	简谱	阿尔山的姑娘】彩谱】__jianpucn-298447
阿斯匹灵	jianpucn	122360	2	简谱	阿斯匹灵__jianpucn-122360
阿涛指弹吉他独奏真的爱你	jianpucn	171667	2	改编	阿涛指弹吉他独奏真的爱你__jianpucn-171667
阿牛钢琴	jianpujia	252930	6	改编	阿牛钢琴简谱_陈奕迅演唱__jianpujia-252930
阿猫阿狗	jianpucn	463123	3	改编	阿猫阿狗 （ G调指法编配）__jianpucn-463123
阿瓦日古丽阿瓦日古丽	jianpucn	133711	1	简谱	阿瓦日古丽阿瓦日古丽__jianpucn-133711
阿细跳月	jianpucn	109466	2	简谱	阿细跳月（简谱版）__jianpucn-109466
阿诗玛随想曲	qupu123	325270	6	改编	阿诗玛随想曲（正谱）__qupu123-325270
阿郎与阿宝	jianpucn	457474	1	简谱	阿郎与阿宝__jianpucn-457474
阿里山的姑娘	jianpujia	9801	1	简谱	阿里山的姑娘简谱(歌词)_邓丽君演唱_岭南印象曲谱__jianpujia-9801
陀螺尤克里里谱	jianpucn	458420	1	改编	陀螺尤克里里谱（ F调 ）__jianpucn-458420
陀飞轮 陈奕迅	qupu123	371433	4	改编	陀飞轮 陈奕迅（免费吉他谱）__qupu123-371433
陀飞轮尤克里里谱	jianpucn	462839	1	改编	陀飞轮尤克里里谱（ C调尤克里里弹唱谱）__jianpucn-462839
陆北大&nbsp;&nbsp;	jianpucn	475623	11	简谱	陆北大&nbsp;&nbsp;__jianpucn-475623
陈奕迅 K歌之王	qupu123	368496	3	改编	陈奕迅 K歌之王 吉他谱（无限延音编配）__qupu123-368496
陈奕迅 你的背包	qupu123	368497	3	改编	陈奕迅 你的背包 吉他谱（无限延音编配）__qupu123-368497
陈奕迅 全世界失眠	qupu123	368500	4	改编	陈奕迅 全世界失眠 吉他谱（无限延音编配）__qupu123-368500
陈奕迅 好久不见	qupu123	346968	3	改编	陈奕迅 好久不见 吉他谱（无限延音编配）__qupu123-346968
陈奕迅 孤勇者	qupu123	369632	2	改编	陈奕迅 孤勇者 吉他谱（无限延音编配）__qupu123-369632
陈奕迅 富士山下	qupu123	371991	4	改编	陈奕迅 富士山下 吉他谱（无限延音编配）__qupu123-371991
陈奕迅 无条件	qupu123	372236	3	改编	陈奕迅 无条件 吉他谱（无限延音编配）__qupu123-372236
陈奕迅 浮夸	qupu123	368498	4	改编	陈奕迅 浮夸 吉他谱（无限延音编配）__qupu123-368498
陈奕迅 淘汰 G调指法	qupu123	344444	4	改编	陈奕迅 淘汰 G调指法 吉他谱（无限延音编配）__qupu123-344444
陈奕迅 爱情转移	qupu123	371967	4	改编	陈奕迅 爱情转移 吉他谱（无限延音编配）__qupu123-371967
陈奕迅 王菲 因为爱情	qupu123	368499	2	改编	陈奕迅 王菲 因为爱情 吉他谱（无限延音编配）__qupu123-368499
陈奕迅 稳稳的幸福 吉他谱 G调指法	qupu123	347654	3	改编	陈奕迅 稳稳的幸福 吉他谱 G调指法（无限延音编配）__qupu123-347654
陈奕迅 让我留在你身边	qupu123	352148	4	改编	陈奕迅 让我留在你身边 吉他谱（无限延音编配）__qupu123-352148
陈奕迅-十年	jianpucn	95881	1	简谱	陈奕迅-十年__jianpucn-95881
陈奕迅《十年》考级版 老歌大叔吉他教室出品	qupu123	342655	3	改编	陈奕迅《十年》考级版 老歌大叔吉他教室出品__qupu123-342655
陈奕迅《好久不见》前奏版超清谱 老歌大叔吉他教室出品	qupu123	342899	3	改编	陈奕迅《好久不见》前奏版超清谱 老歌大叔吉他教室出品__qupu123-342899
陈粒 小半	qupu123	353969	2	改编	陈粒 小半 吉他谱（无限延音编配）__qupu123-353969
陌前尘	qupu123	35365	1	简谱	陌前尘（剑网三游戏电影《前尘饮下》主题曲）__qupu123-35365
陪你一辈子	jianpucn	305826	1	简谱	陪你一辈子__jianpucn-305826
陪你去流浪尤克里里谱	jianpucn	458275	1	改编	陪你去流浪尤克里里谱（ C调 ）__jianpucn-458275
陪你度过漫长岁月尤克里里谱	jianpucn	461006	1	改编	陪你度过漫长岁月尤克里里谱（ G调尤克里里弹唱谱）__jianpucn-461006
陪你度过漫长岁月钢琴	jianpujia	250736	2	改编	陪你度过漫长岁月钢琴简谱_陈奕迅演唱__jianpujia-250736
陪你度过漫长陪你度过漫长岁月	jianpucn	341555	1	简谱	陪你度过漫长陪你度过漫长岁月（电影《陪安东尼度过漫长岁月》主题曲）__jianpucn-341555
陪你看日出	jianpucn	2943	3	简谱	陪你看日出__jianpucn-2943
陪你走到底	jianpucn	347545	1	简谱	陪你走到底 （电视剧《我爱男闺蜜》主题曲）__jianpucn-347545
陳奕迅 -	jianpucn	255566	2	简谱	陳奕迅 - _每一個明天__jianpucn-255566
陳奕迅 - 65279每一個明天 -	jianpucn	255457	2	简谱	陳奕迅 - 65279每一個明天 -__jianpucn-255457
陳奕迅 - 單車 -	jianpucn	256011	2	简谱	陳奕迅 - 單車 -__jianpucn-256011
